Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,77,410077610078000,7.8409305147
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,78,410078610079000,7.3952407476
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,79,410079610080000,6.9663911551
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,80,410080610081000,6.5551084891
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,81,410081610082000,6.1619250747
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,82,410082610083000,5.7872254892
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,83,410083610084000,5.4312657237
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,84,410084610085000,5.0941661095
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,85,410085610086000,4.7759100073
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,86,410086610087000,4.4763076543
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,87,410087610088000,4.1949463497
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,88,410088610089000,3.9311013409
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,89,410089610090000,3.6835694252
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,90,410090610091000,3.4526880192
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,91,410091610092000,3.2379013103
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,92,410092610093000,3.0386027361
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,93,410093610094000,2.8541446487
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,94,410094610095000,2.6838487721
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,95,410095610096000,2.5270176747
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,96,410096610097000,2.3829478742
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,97,410097610098000,2.2509459445
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,98,410098610099000,2.1303504599
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,99,410099620100000,2.0205655316
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,100,420100620101000,1.9211176247
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,101,420101620102000,1.8317596842
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,102,420102620103000,1.7526727757
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,103,420103620104000,1.684872167
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,104,420104620105000,1.6310500477
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,105,420105799999000,1.5973691963
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,0,400000600001000,79.5141879723
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,1,400001600002000,78.6980030349
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,2,400002600003000,77.7423707938
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,3,400003600004000,76.7596335334
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,4,400004600005000,75.7690171503
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,5,400005600006000,74.776200532
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,6,400006600007000,73.7831411793
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,7,400007600008000,72.7906485035
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,8,400008600009000,71.7990424112
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,9,400009610010000,70.8083978604
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,10,410010610011000,69.8184564724
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,11,410011610012000,68.8287202506
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,12,410012610013000,67.8386074137
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,13,410013610014000,66.8476045695
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,14,410014610015000,65.8556392624
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,15,410015610016000,64.8630656727
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,16,410016610017000,63.8704948158
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,17,410017610018000,62.8786395609
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,18,410018610019000,61.8884726122
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,19,410019610020000,60.9012273714
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,20,410020610021000,59.9174833465
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,21,410021610022000,58.9359712026
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,22,410022610023000,57.9542601127
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,23,410023610024000,56.9711220428
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,24,410024610025000,55.9867026923
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,25,410025610026000,55.0014457098
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,26,410026610027000,54.0154390079
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,27,410027610028000,53.0285455101
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,28,410028610029000,52.0410491062
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,29,410029610030000,51.0538982068
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,30,410030610031000,50.0687328657
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,31,410031610032000,49.0874910079
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,32,410032610033000,48.1123089108
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,33,410033610034000,47.1449467871
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,34,410034610035000,46.1848496195
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,35,410035610036000,45.2271916008
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,36,410036610037000,44.2662211394
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,37,410037610038000,43.3013428781
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,38,410038610039000,42.336246881
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,39,410039610040000,41.375138936
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,40,410040610041000,40.4192843846
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,41,410041610042000,39.4658419323
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,42,410042610043000,38.51192238
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,43,410043610044000,37.5580405354
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,44,410044610045000,36.6077175257
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,45,410045610046000,35.6641880725
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,46,410046610047000,34.7285664629
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,47,410047610048000,33.7995179358
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,48,410048610049000,32.8761807016
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,49,410049610050000,31.9594630187
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,50,410050610051000,31.0513071652
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,51,410051610052000,30.1518024162
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,52,410052610053000,29.258063374
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,53,410053610054000,28.3662822155
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,54,410054610055000,27.4752493059
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,55,410055610056000,26.5866835235
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,56,410056610057000,25.7032346795
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,57,410057610058000,24.8268381615
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,58,410058610059000,23.9586219863
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,59,410059610060000,23.0993357055
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,60,410060610061000,22.249563711
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,61,410061610062000,21.4097472339
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,62,410062610063000,20.5805167266
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,63,410063610064000,19.7628541209
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,64,410064610065000,18.9576512833
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,65,410065610066000,18.1641772291
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,66,410066610067000,17.3794630326
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,67,410067610068000,16.600399552
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,68,410068610069000,15.8277303607
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,69,410069610070000,15.0667502789
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,70,410070610071000,14.3228357059
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,71,410071610072000,13.5956969796
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,72,410072610073000,12.8784257731
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,73,410073610074000,12.166652879
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,74,410074610075000,11.4653420123
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,75,410075610076000,10.7882916106
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,76,410076610077000,10.1453222528
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,77,410077610078000,9.5333497482
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,78,410078610079000,8.9419235846
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,79,410079610080000,8.3657293915
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,80,410080610081000,7.8060180013
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,81,410081610082000,7.2671958404
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,82,410082610083000,6.7531551629
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,83,410083610084000,6.2666169421
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,84,410084610085000,5.8084717728
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,85,410085610086000,5.3779293645
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,86,410086610087000,4.9740674713
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,87,410087610088000,4.5967682845
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,88,410088610089000,4.2457320695
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,89,410089610090000,3.9204819736
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,90,410090610091000,3.6203731705
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,91,410091610092000,3.3446061153
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,92,410092610093000,3.0922435021
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,93,410093610094000,2.8622303721
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,94,410094610095000,2.6534167483
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,95,410095610096000,2.464582226
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,96,410096610097000,2.2944622027
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,97,410097610098000,2.1417760347
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,98,410098610099000,2.0052587018
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,99,410099620100000,1.8837002429
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,100,420100620101000,1.7760029359
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,101,420101620102000,1.6812787009
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,102,420102620103000,1.5990373711
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,103,420103620104000,1.5295816277
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,104,420104620105000,1.474878602
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,ženy,2,105,420105799999000,1.4405510658
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,0,400000600001000,72.6463625913
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,1,400001600002000,71.9244235101
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,2,400002600003000,70.99548562
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,3,400003600004000,70.0221104218
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,4,400004600005000,69.0343819404
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,5,400005600006000,68.0415018623
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,6,400006600007000,67.04655124
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,7,400007600008000,66.0507808793
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,8,400008600009000,65.0548276555
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,9,400009610010000,64.0591072051
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,10,410010610011000,63.0639538714
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,11,410011610012000,62.0697119045
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,12,410012610013000,61.0767827851
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,13,410013610014000,60.085632743
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,14,410014610015000,59.0968002752
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,15,410015610016000,58.1108675686
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,16,410016610017000,57.128426776
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,17,410017610018000,56.1501267011
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,18,410018610019000,55.1766757285
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,19,410019610020000,54.2085573746
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,20,410020610021000,53.2453644431
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,21,410021610022000,52.2853878509
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,22,410022610023000,51.3263203157
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,23,410023610024000,50.3662541796
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,24,410024610025000,49.4040038315
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,25,410025610026000,48.4393919675
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,26,410026610027000,47.4731815274
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,27,410027610028000,46.5067106935
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,28,410028610029000,45.5410607943
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,29,410029610030000,44.5769153012
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,30,410030610031000,43.6146320298
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,31,410031610032000,42.6543860062
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,32,410032610033000,41.6961604299
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,33,410033610034000,40.7399015557
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,34,410034610035000,39.7857660927
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,35,410035610036000,38.8341666576
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,36,410036610037000,37.8856282358
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,37,410037610038000,36.9406629045
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,38,410038610039000,35.9997564628
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,39,410039610040000,35.0633466097
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,40,410040610041000,34.1317954932
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,41,410041610042000,33.2054841474
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,42,410042610043000,32.285282833
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,43,410043610044000,31.3728179139
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,44,410044610045000,30.4700331931
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,45,410045610046000,29.5777544598
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,46,410046610047000,28.6949994177
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,47,410047610048000,27.8203202313
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,48,410048610049000,26.9540435208
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,49,410049610050000,26.0988101126
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,50,410050610051000,25.2584750644
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,51,410051610052000,24.4372963774
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,52,410052610053000,23.6395203501
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,53,410053610054000,22.8661757649
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,54,410054610055000,22.1121805566
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,55,410055610056000,21.3673881383
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,56,410056610057000,20.6248625524
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,57,410057610058000,19.883337916
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,58,410058610059000,19.145933676
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,59,410059610060000,18.4177961514
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,60,410060610061000,17.7062076188
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,61,410061610062000,17.0177055584
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,62,410062610063000,16.3541360815
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,63,410063610064000,15.7113982626
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,64,410064610065000,15.0838563521
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,65,410065610066000,14.467672796
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,66,410066610067000,13.8609698753
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,67,410067610068000,13.2622712136
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,68,410068610069000,12.6700077424
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,69,410069610070000,12.0826599588
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,70,410070610071000,11.4991217332
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,71,410071610072000,10.918807751
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,72,410072610073000,10.3428604708
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,73,410073610074000,9.7759972889
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,74,410074610075000,9.2268463752
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,75,410075610076000,8.7022090285
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,76,410076610077000,8.2008432497
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,77,410077610078000,7.7128815124
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,78,410078610079000,7.2315838297
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2009,muži,1,79,410079610080000,6.7616912557
