Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,66,410066610067000,18.8755876595
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,67,410067610068000,18.0599065925
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,68,410068610069000,17.2549368979
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,69,410069610070000,16.4608951348
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,70,410070610071000,15.6783609556
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,71,410071610072000,14.908028408
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,72,410072610073000,14.1498686643
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,73,410073610074000,13.4046453533
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,74,410074610075000,12.6732192304
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,75,410075610076000,11.9565759468
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,76,410076610077000,11.2559811292
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,77,410077610078000,10.5731889701
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,78,410078610079000,9.9103271817
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,79,410079610080000,9.269673601
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,80,410080610081000,8.6533970452
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,81,410081610082000,8.0632784345
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,82,410082610083000,7.4986794849
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,83,410083610084000,6.960503991
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,84,410084610085000,6.4495035493
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,85,410085610086000,5.9662587447
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,86,410086610087000,5.5111631748
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,87,410087610088000,5.0844111491
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,88,410088610089000,4.6859898086
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,89,410089610090000,4.3156762659
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,90,410090610091000,3.9730401637
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,91,410091610092000,3.6574518091
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,92,410092610093000,3.3680957795
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,93,410093610094000,3.1039896531
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,94,410094610095000,2.8640073259
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,95,410095610096000,2.6469063219
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,96,410096610097000,2.4513586635
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,97,410097610098000,2.2759854567
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,98,410098610099000,2.1193967057
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,99,410099620100000,1.9802408161
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,100,420100620101000,1.8572745263
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,101,420101620102000,1.7494776798
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,102,420102620103000,1.6562677811
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,103,420103620104000,1.5779392806
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,104,420104620105000,1.5166169896
Naděje dožití (ex),5411UT,Česko,CZ,2016,ženy,2,105,420105799999000,1.4784082333
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,0,400000600001000,76.044936268
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,1,400001600002000,75.2862093515
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,2,400002600003000,74.3094713547
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,3,400003600004000,73.3196496498
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,4,400004600005000,72.3282850544
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,5,400005600006000,71.3362252148
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,6,400006600007000,70.3434394296
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,7,400007600008000,69.3496815549
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,8,400008600009000,68.354885288
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,9,400009610010000,67.3593760603
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,10,410010610011000,66.3636847349
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,11,410011610012000,65.3682896924
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,12,410012610013000,64.3734775531
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,13,410013610014000,63.379335505
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,14,410014610015000,62.3860328069
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,15,410015610016000,61.3941258888
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,16,410016610017000,60.4047942672
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,17,410017610018000,59.419616511
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,18,410018610019000,58.4401101755
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,19,410019610020000,57.466987193
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,20,410020610021000,56.4999334103
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,21,410021610022000,55.537402706
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,22,410022610023000,54.5769953661
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,23,410023610024000,53.6166984095
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,24,410024610025000,52.6553912922
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,25,410025610026000,51.6927632065
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,26,410026610027000,50.7290228088
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,27,410027610028000,49.764804283
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,28,410028610029000,48.8007048774
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,29,410029610030000,47.8368664264
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,30,410030610031000,46.8730009903
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,31,410031610032000,45.9089229063
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,32,410032610033000,44.9448883961
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,33,410033610034000,43.9815426107
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,34,410034610035000,43.0195101277
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,35,410035610036000,42.059219195
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,36,410036610037000,41.1008912713
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,37,410037610038000,40.144566549
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,38,410038610039000,39.1900858295
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,39,410039610040000,38.2372363665
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,40,410040610041000,37.2862362393
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,41,410041610042000,36.3378880358
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,42,410042610043000,35.393380922
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,43,410043610044000,34.4537921598
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,44,410044610045000,33.5199795534
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,45,410045610046000,32.5926433934
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,46,410046610047000,31.6724533298
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,47,410047610048000,30.7600182273
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,48,410048610049000,29.8557293049
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,49,410049610050000,28.9595748773
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,50,410050610051000,28.0710744042
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,51,410051610052000,27.1897407596
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,52,410052610053000,26.315423172
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,53,410053610054000,25.4484339787
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,54,410054610055000,24.5897338588
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,55,410055610056000,23.7411215306
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,56,410056610057000,22.905086388
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,57,410057610058000,22.0836618102
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,58,410058610059000,21.2779042525
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,59,410059610060000,20.488010931
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,60,410060610061000,19.7141851788
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,61,410061610062000,18.9568149835
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,62,410062610063000,18.2161879678
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,63,410063610064000,17.4919586458
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,64,410064610065000,16.7830064149
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,65,410065610066000,16.088107988
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,66,410066610067000,15.4067219972
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,67,410067610068000,14.7391410541
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,68,410068610069000,14.0861220926
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,69,410069610070000,13.4486472443
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,70,410070610071000,12.8277410749
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,71,410071610072000,12.2230453186
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,72,410072610073000,11.6318119506
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,73,410073610074000,11.049672778
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,74,410074610075000,10.4755166335
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,75,410075610076000,9.9113292831
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,76,410076610077000,9.3601337101
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,77,410077610078000,8.8235001491
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,78,410078610079000,8.3018868259
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,79,410079610080000,7.7957951755
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,80,410080610081000,7.3065114391
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,81,410081610082000,6.8357619241
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,82,410082610083000,6.3843723615
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,83,410083610084000,5.9531832487
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,84,410084610085000,5.5428945157
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,85,410085610086000,5.1540522193
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,86,410086610087000,4.7870381641
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,87,410087610088000,4.4420629724
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,88,410088610089000,4.1191630073
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,89,410089610090000,3.8182014046
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,90,410090610091000,3.5388732952
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,91,410091610092000,3.2807151171
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,92,410092610093000,3.0431177397
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,93,410093610094000,2.8253429815
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,94,410094610095000,2.6265430275
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,95,410095610096000,2.4457822863
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,96,410096610097000,2.2820614638
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,97,410097610098000,2.1343442143
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,98,410098610099000,2.0015879989
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,99,410099620100000,1.8827834615
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,100,420100620101000,1.7770123621
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,101,420101620102000,1.683546674
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,102,420102620103000,1.6020397767
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,103,420103620104000,1.5329261448
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,104,420104620105000,1.4783008287
Naděje dožití (ex),5411UT,Česko,CZ,2016,muži,1,105,420105799999000,1.4439245571
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,0,400000600001000,81.8451273946
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,1,400001600002000,81.0242307497
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,2,400002600003000,80.0451802117
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,3,400003600004000,79.0546034927
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,4,400004600005000,78.0623028529
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,5,400005600006000,77.0691881158
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,6,400006600007000,76.0753853091
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,7,400007600008000,75.0808007642
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,8,400008600009000,74.0854015912
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,9,400009610010000,73.0893874036
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,10,410010610011000,72.0930847272
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,11,410011610012000,71.0968303633
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,12,410012610013000,70.1009571322
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,13,410013610014000,69.1058662066
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,14,410014610015000,68.1119920829
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,15,410015610016000,67.1196922409
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,16,410016610017000,66.129096757
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,17,410017610018000,65.1401456777
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,18,410018610019000,64.1526205129
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,19,410019610020000,63.1661530609
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,20,410020610021000,62.1802894959
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,21,410021610022000,61.1945502761
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,22,410022610023000,60.208509084
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,23,410023610024000,59.2218863295
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,24,410024610025000,58.2345593642
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,25,410025610026000,57.2465699624
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,26,410026610027000,56.2581320837
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,27,410027610028000,55.2696092764
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,28,410028610029000,54.2814187705
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,29,410029610030000,53.2939610962
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,30,410030610031000,52.3076393953
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,31,410031610032000,51.32278588
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,32,410032610033000,50.3395603094
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,33,410033610034000,49.3578883074
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,34,410034610035000,48.3775838806
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,35,410035610036000,47.3984272942
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,36,410036610037000,46.4202063107
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,37,410037610038000,45.4428550366
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,38,410038610039000,44.466517952
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,39,410039610040000,43.4915213223
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,40,410040610041000,42.5182235809
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,41,410041610042000,41.5469916582
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,42,410042610043000,40.5782065306
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,43,410043610044000,39.6122718444
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,44,410044610045000,38.64961192
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,45,410045610046000,37.6906282723
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,46,410046610047000,36.7356275849
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,47,410047610048000,35.7847747727
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,48,410048610049000,34.8381342103
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,49,410049610050000,33.8957206448
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,50,410050610051000,32.9575053755
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,51,410051610052000,32.0234976883
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,52,410052610053000,31.0938089116
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,53,410053610054000,30.1686831113
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,54,410054610055000,29.248520693
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,55,410055610056000,28.3339136699
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,56,410056610057000,27.4256472226
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,57,410057610058000,26.5245876985
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,58,410058610059000,25.6316570497
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,59,410059610060000,24.7476553012
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,60,410060610061000,23.8728103933
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,61,410061610062000,23.006546547
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,62,410062610063000,22.1479634684
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,63,410063610064000,21.2967642864
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,64,410064610065000,20.4534653056
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,65,410065610066000,19.6189598603
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,66,410066610067000,18.7940166567
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,67,410067610068000,17.9792353565
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,68,410068610069000,17.1751944707
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,69,410069610070000,16.3825621137
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,70,410070610071000,15.6020852795
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,71,410071610072000,14.8344222122
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,72,410072610073000,14.0790786479
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,73,410073610074000,13.3363087159
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,74,410074610075000,12.6065556237
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,75,410075610076000,11.8905334685
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,76,410076610077000,11.1894849321
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,77,410077610078000,10.5055173027
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,78,410078610079000,9.8413064024
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,79,410079610080000,9.1994879856
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,80,410080610081000,8.5821687947
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,81,410081610082000,7.9908490173
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,82,410082610083000,7.4251633
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,83,410083610084000,6.8860814186
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,84,410084610085000,6.3744151888
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,85,410085610086000,5.8907977555
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,86,410086610087000,5.4356658918
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,87,410087610088000,5.0092462493
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,88,410088610089000,4.6115464119
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,89,410089610090000,4.2423514363
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,90,410090610091000,3.9012263374
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,91,410091610092000,3.5875246936
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,92,410092610093000,3.3004032482
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,93,410093610094000,3.0388420854
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,94,410094610095000,2.8016697279
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,95,410095610096000,2.5875923948
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,96,410096610097000,2.395226781
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,97,410097610098000,2.2231362484
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,98,410098610099000,2.0698716152
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,99,410099620100000,1.9340205479
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,100,420100620101000,1.8142756289
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,101,420101620102000,1.7095444936
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,102,420102620103000,1.6191554602
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,103,420103620104000,1.5432816837
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,104,420104620105000,1.4838722801
Naděje dožití (ex),5411UT,Česko,CZ,2017,ženy,2,105,420105799999000,1.4467809768
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,0,400000600001000,76.0048893891
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,1,400001600002000,75.2437836813
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,2,400002600003000,74.275076259
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,3,400003600004000,73.2845238824
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,4,400004600005000,72.2904399179
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,5,400005600006000,71.2968427025
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,6,400006600007000,70.3052608958
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,7,400007600008000,69.3146010019
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,8,400008600009000,68.3223840159
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,9,400009610010000,67.3282771287
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,10,410010610011000,66.3332332831
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,11,410011610012000,65.3381207534
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,12,410012610013000,64.3434086629
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,13,410013610014000,63.3492997107
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,14,410014610015000,62.3560460282
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,15,410015610016000,61.3642440344
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,16,410016610017000,60.3750510559
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,17,410017610018000,59.3899840818
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,18,410018610019000,58.4104753072
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,19,410019610020000,57.4371633993
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,20,410020610021000,56.4696847451
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,21,410021610022000,55.5064846691
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,22,410022610023000,54.5452489643
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,23,410023610024000,53.5842180593
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,24,410024610025000,52.6226556899
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,25,410025610026000,51.660584694
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,26,410026610027000,50.6983010117
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,27,410027610028000,49.7363246787
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,28,410028610029000,48.77517798
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,29,410029610030000,47.815161781
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,30,410030610031000,46.8563283314
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,31,410031610032000,45.8984514141
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,32,410032610033000,44.941002786
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,33,410033610034000,43.9832308928
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,34,410034610035000,43.0247020666
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,35,410035610036000,42.0655069765
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,36,410036610037000,41.1061891842
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,37,410037610038000,40.1475648099
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,38,410038610039000,39.1907297039
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,39,410039610040000,38.2369388157
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,40,410040610041000,37.2870312456
Naděje dožití (ex),5411UT,Česko,CZ,2017,muži,1,41,410041610042000,36.341176969
