Ukazatel,IndicatorType,Roky,Oblast,Uz012,Věk (jednoleté skupiny),VEKZEN1PLOD,Hodnota,Uz01A
Míry plodnosti,5406,2009,Jihovýchod,CZ06,22,410022610023000,36.6228683254,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,23,410023610024000,47.3575222832,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,24,410024610025000,54.3910851685,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,25,410025610026000,79.2412692785,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,26,410026610027000,101.1186855445,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,27,410027610028000,110.6100570067,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,28,410028610029000,122.938038572,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,29,410029610030000,133.2719883445,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,30,410030610031000,127.0143568708,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,31,410031610032000,114.8376903189,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,32,410032610033000,97.9881823298,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,33,410033610034000,80.7955251709,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,34,410034610035000,68.5107534154,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,35,410035610036000,57.4623716416,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,36,410036610037000,42.6057425131,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,37,410037610038000,28.0804694049,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,38,410038610039000,25.9650337545,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,39,410039610040000,17.4403005098,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,40,410040610041000,10.8153860623,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,41,410041610042000,6.6110951423,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,42,410042610043000,4.8013556769,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,43,410043610044000,2.1033379058,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,44,410044610045000,1.5012363123,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,45,410045610046000,0.0883002208,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,46,410046610047000,0.1875820672,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,47,410047610048000,0.0,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,48,410048610049000,0.197745699,CZ06
Míry plodnosti,5406,2009,Jihovýchod,CZ06,49,410049610050000,0.3015681544,CZ06
Míry plodnosti,5406,2009,Střední Morava,CZ07,15,410015610016000,0.7332453439,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,16,410016610017000,2.1689033482,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,17,410017610018000,7.3145245559,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,18,410018610019000,14.2294498793,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,19,410019610020000,20.2916930881,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,20,410020610021000,26.2764632628,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,21,410021610022000,31.2346286276,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,22,410022610023000,41.6769725451,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,23,410023610024000,52.0617929692,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,24,410024610025000,54.3165467626,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,25,410025610026000,77.8384942319,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,26,410026610027000,92.2318422318,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,27,410027610028000,101.8819702602,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,28,410028610029000,118.2086837918,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,29,410029610030000,121.9380013007,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,30,410030610031000,129.7818366312,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,31,410031610032000,109.0173638516,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,32,410032610033000,97.1726334073,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,33,410033610034000,77.1254109911,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,34,410034610035000,65.3667595172,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,35,410035610036000,57.3746740075,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,36,410036610037000,41.2671946644,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,37,410037610038000,29.0521592821,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,38,410038610039000,23.0506879925,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,39,410039610040000,16.7394468705,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,40,410040610041000,12.0739529619,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,41,410041610042000,6.4649599172,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,42,410042610043000,4.0915483953,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,43,410043610044000,3.089852923,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,44,410044610045000,1.4278914802,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,45,410045610046000,0.8151857459,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,46,410046610047000,0.2448579824,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,47,410047610048000,0.3874967709,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,48,410048610049000,0.1299883011,CZ07
Míry plodnosti,5406,2009,Střední Morava,CZ07,49,410049610050000,0.132837407,CZ07
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,15,410015610016000,2.1144629264,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,16,410016610017000,5.1356333948,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,17,410017610018000,11.379441143,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,18,410018610019000,19.7628458498,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,19,410019610020000,32.1620011912,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,20,410020610021000,43.0310911455,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,21,410021610022000,49.1360056424,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,22,410022610023000,55.0100556016,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,23,410023610024000,62.2877883152,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,24,410024610025000,70.1212265272,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,25,410025610026000,85.6561789688,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,26,410026610027000,98.1689308919,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,27,410027610028000,106.4085607791,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,28,410028610029000,113.8922155689,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,29,410029610030000,116.7328042328,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,30,410030610031000,112.6905644829,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,31,410031610032000,103.9291530945,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,32,410032610033000,88.7752031297,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,33,410033610034000,71.8703976436,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,34,410034610035000,54.7840245187,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,35,410035610036000,44.195696227,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,36,410036610037000,36.2490963544,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,37,410037610038000,25.9454705365,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,38,410038610039000,22.0755575785,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,39,410039610040000,13.0480780534,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,40,410040610041000,10.3155339806,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,41,410041610042000,6.6461538462,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,42,410042610043000,3.4560838994,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,43,410043610044000,1.9499885295,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,44,410044610045000,0.547645126,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,45,410045610046000,0.4385964912,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,46,410046610047000,0.0,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,47,410047610048000,0.0,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,48,410048610049000,0.0,CZ08
Míry plodnosti,5406,2009,Moravskoslezsko,CZ08,49,410049610050000,0.0,CZ08
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,15,410015610016000,1.5914064054,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,16,410016610017000,2.9673590504,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,17,410017610018000,4.7716428085,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,18,410018610019000,7.2566650891,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,19,410019610020000,13.9634801289,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,20,410020610021000,15.7558552165,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,21,410021610022000,23.7138784502,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,22,410022610023000,24.4554833779,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,23,410023610024000,30.7006684823,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,24,410024610025000,38.0313199105,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,25,410025610026000,44.9858356941,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,26,410026610027000,55.6328233658,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,27,410027610028000,74.3674141123,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,28,410028610029000,86.5973369618,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,29,410029610030000,106.3848602759,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,30,410030610031000,122.4709784411,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,31,410031610032000,120.494585421,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,32,410032610033000,111.4873035067,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,33,410033610034000,100.9151822193,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,34,410034610035000,94.4380069525,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,35,410035610036000,76.6381515125,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,36,410036610037000,62.0860108749,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,37,410037610038000,43.5902941808,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,38,410038610039000,36.2188831577,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,39,410039610040000,24.8080330774,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,40,410040610041000,18.1773216273,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,41,410041610042000,10.4049141281,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,42,410042610043000,7.3155610663,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,43,410043610044000,3.6031707903,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,44,410044610045000,1.7191977077,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,45,410045610046000,0.5672149745,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,46,410046610047000,0.4891171436,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,47,410047610048000,0.1339046599,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,48,410048610049000,0.1382552191,CZ01
Míry plodnosti,5406,2009,Hlavní město Praha,CZ010,49,410049610050000,0.0,CZ01
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,15,410015610016000,0.9283614421,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,16,410016610017000,3.1874818893,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,17,410017610018000,8.2923401265,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,18,410018610019000,15.9836065574,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,19,410019610020000,20.3178991016,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,20,410020610021000,28.6728563626,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,21,410021610022000,43.8808373591,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,22,410022610023000,50.3901600317,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,23,410023610024000,48.990613347,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,24,410024610025000,65.5840886203,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,25,410025610026000,81.6326530612,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,26,410026610027000,100.6152732537,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,27,410027610028000,109.3093793747,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,28,410028610029000,127.7303470451,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,29,410029610030000,133.2463098705,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,30,410030610031000,130.1796846351,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,31,410031610032000,123.4121383204,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,32,410032610033000,112.5228439648,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,33,410033610034000,89.8397545176,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,34,410034610035000,72.5731242052,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,35,410035610036000,59.8185181922,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,36,410036610037000,45.7410236822,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,37,410037610038000,35.6587540168,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,38,410038610039000,27.128363476,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,39,410039610040000,16.6393250527,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,40,410040610041000,11.2082768814,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,41,410041610042000,6.8061507436,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,42,410042610043000,4.8401477519,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,43,410043610044000,2.5157232704,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,44,410044610045000,1.5591268889,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,45,410045610046000,0.604814322,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,46,410046610047000,0.394114556,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,47,410047610048000,0.0,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,48,410048610049000,0.0,CZ02
Míry plodnosti,5406,2009,Středočeský kraj,CZ020,49,410049610050000,0.2898550725,CZ02
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,15,410015610016000,1.6920473773,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,16,410016610017000,3.7960954447,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,17,410017610018000,9.8039215686,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,18,410018610019000,16.8893370305,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,19,410019610020000,22.7328885594,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,20,410020610021000,34.0602793433,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,21,410021610022000,38.4709629993,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,22,410022610023000,44.0603700097,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,23,410023610024000,46.7992240543,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,24,410024610025000,61.660268714,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,25,410025610026000,76.9596199525,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,26,410026610027000,100.3743565746,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,27,410027610028000,121.2121212121,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,28,410028610029000,120.8865010074,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,29,410029610030000,133.2917446455,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,30,410030610031000,126.1854073931,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,31,410031610032000,111.1531906836,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,32,410032610033000,102.323838081,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,33,410033610034000,83.7020648968,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,34,410034610035000,62.8045479155,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,35,410035610036000,50.3925506664,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,36,410036610037000,33.8983050847,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,37,410037610038000,27.8670953912,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,38,410038610039000,18.9562890277,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,39,410039610040000,16.5517241379,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,40,410040610041000,12.7098321343,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,41,410041610042000,4.4898977301,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,42,410042610043000,3.2370517928,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,43,410043610044000,1.201345507,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,44,410044610045000,1.6309412861,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,45,410045610046000,1.617001617,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,46,410046610047000,0.241021933,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,47,410047610048000,0.0,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,48,410048610049000,0.0,CZ03
Míry plodnosti,5406,2009,Jihočeský kraj,CZ031,49,410049610050000,0.0,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,15,410015610016000,2.0415107179,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,16,410016610017000,3.8885288399,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,17,410017610018000,10.6216807248,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,18,410018610019000,19.030627416,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,19,410019610020000,23.4850681357,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,20,410020610021000,35.2509870276,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,21,410021610022000,45.0196961171,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,22,410022610023000,51.9050248482,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,23,410023610024000,60.8649225841,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,24,410024610025000,63.1768953069,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,25,410025610026000,78.0160165332,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,26,410026610027000,100.9504238377,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,27,410027610028000,105.5741073722,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,28,410028610029000,118.4538653367,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,29,410029610030000,121.9624025676,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,30,410030610031000,121.7864923747,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,31,410031610032000,110.4515581938,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,32,410032610033000,94.7838441242,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,33,410033610034000,79.3557257906,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,34,410034610035000,70.4334365325,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,35,410035610036000,49.7800879648,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,36,410036610037000,40.7673860911,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,37,410037610038000,35.4815351195,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,38,410038610039000,17.778922958,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,39,410039610040000,19.4097314544,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,40,410040610041000,11.7872807018,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,41,410041610042000,9.2983939138,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,42,410042610043000,4.9972237646,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,43,410043610044000,2.4377031419,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,44,410044610045000,1.5588464536,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,45,410045610046000,0.256344527,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,46,410046610047000,0.0,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,47,410047610048000,0.0,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,48,410048610049000,0.8673026886,CZ03
Míry plodnosti,5406,2009,Plzeňský kraj,CZ032,49,410049610050000,0.8738712496,CZ03
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,15,410015610016000,3.5067212157,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,16,410016610017000,10.7466063348,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,17,410017610018000,20.8676551345,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,18,410018610019000,29.3819655522,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,19,410019610020000,37.6712328767,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,20,410020610021000,56.1151079137,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,21,410021610022000,55.2380952381,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,22,410022610023000,61.3701236917,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,23,410023610024000,69.7784064121,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,24,410024610025000,74.2830277386,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,25,410025610026000,73.4032411821,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,26,410026610027000,82.9406220547,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,27,410027610028000,82.3025689819,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,28,410028610029000,110.1573676681,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,29,410029610030000,98.1514084507,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,30,410030610031000,109.5041322314,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,31,410031610032000,99.4011976048,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,32,410032610033000,93.2365303783,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,33,410033610034000,83.8779956427,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,34,410034610035000,59.7864768683,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,35,410035610036000,51.3573000734,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,36,410036610037000,39.3258426966,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,37,410037610038000,31.5374507227,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,38,410038610039000,23.5400633771,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,39,410039610040000,16.7597765363,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,40,410040610041000,10.1058710298,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,41,410041610042000,6.8326012689,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,42,410042610043000,2.9484029484,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,43,410043610044000,0.9647853353,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,44,410044610045000,0.9220839096,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,45,410045610046000,0.9229349331,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,46,410046610047000,0.0,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,47,410047610048000,0.0,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,48,410048610049000,0.0,CZ04
Míry plodnosti,5406,2009,Karlovarský kraj,CZ041,49,410049610050000,0.0,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,15,410015610016000,4.4247787611,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,16,410016610017000,10.3259769184,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,17,410017610018000,22.0440881764,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,18,410018610019000,35.2439969016,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,19,410019610020000,47.4014848658,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,20,410020610021000,58.1309786608,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,21,410021610022000,65.8421244089,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,22,410022610023000,64.5102339181,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,23,410023610024000,66.4266426643,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,24,410024610025000,81.654676259,CZ04
Míry plodnosti,5406,2009,Ústecký kraj,CZ042,25,410025610026000,87.3786407767,CZ04
