"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Praha","CZ01","4819"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Střední Čechy","CZ02","5431"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Jihozápad","CZ03","4585"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Severozápad","CZ04","3455"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Severovýchod","CZ05","5410"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Jihovýchod","CZ06","6875"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Střední Morava","CZ07","4526"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Moravskoslezsko","CZ08","4029"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Hlavní město Praha","CZ010","4819"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Středočeský kraj","CZ020","5431"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Jihočeský kraj","CZ031","2428"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Plzeňský kraj","CZ032","2157"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Karlovarský kraj","CZ041","903"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Ústecký kraj","CZ042","2552"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Liberecký kraj","CZ051","1507"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Královéhradecký kraj","CZ052","2004"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Pardubický kraj","CZ053","1899"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Kraj Vysočina","CZ063","1968"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Jihomoravský kraj","CZ064","4907"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Olomoucký kraj","CZ071","2369"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Zlínský kraj","CZ072","2157"
"Pořadí dítěte 2.","4355WZNP2","2022","2022","Moravskoslezský kraj","CZ080","4029"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Česko","CZ","35658"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Praha","CZ01","4597"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Střední Čechy","CZ02","5040"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Jihozápad","CZ03","4055"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Severozápad","CZ04","3066"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Severovýchod","CZ05","5061"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Jihovýchod","CZ06","6112"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Střední Morava","CZ07","4050"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Moravskoslezsko","CZ08","3677"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Hlavní město Praha","CZ010","4597"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Středočeský kraj","CZ020","5040"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Jihočeský kraj","CZ031","2123"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Plzeňský kraj","CZ032","1932"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Karlovarský kraj","CZ041","773"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Ústecký kraj","CZ042","2293"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Liberecký kraj","CZ051","1410"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Královéhradecký kraj","CZ052","1837"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Pardubický kraj","CZ053","1814"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Kraj Vysočina","CZ063","1818"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Jihomoravský kraj","CZ064","4294"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Olomoucký kraj","CZ071","2103"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Zlínský kraj","CZ072","1947"
"Pořadí dítěte 2.","4355WZNP2","2023","2023","Moravskoslezský kraj","CZ080","3677"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Česko","CZ","9143"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Praha","CZ01","778"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Střední Čechy","CZ02","991"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Jihozápad","CZ03","1020"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Severozápad","CZ04","1143"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Severovýchod","CZ05","1482"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Jihovýchod","CZ06","1437"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Střední Morava","CZ07","1101"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Moravskoslezsko","CZ08","1191"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Hlavní město Praha","CZ010","778"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Středočeský kraj","CZ020","991"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Jihočeský kraj","CZ031","572"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Plzeňský kraj","CZ032","448"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Karlovarský kraj","CZ041","321"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Ústecký kraj","CZ042","822"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Liberecký kraj","CZ051","435"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Královéhradecký kraj","CZ052","509"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Pardubický kraj","CZ053","538"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Kraj Vysočina","CZ063","513"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Jihomoravský kraj","CZ064","924"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Olomoucký kraj","CZ071","577"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Zlínský kraj","CZ072","524"
"Pořadí dítěte 3.","4355WZNP3","2000","2000","Moravskoslezský kraj","CZ080","1191"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Česko","CZ","9244"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Praha","CZ01","800"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Střední Čechy","CZ02","1032"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Jihozápad","CZ03","1000"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Severozápad","CZ04","1166"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Severovýchod","CZ05","1387"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Jihovýchod","CZ06","1530"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Střední Morava","CZ07","1081"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Moravskoslezsko","CZ08","1248"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Hlavní město Praha","CZ010","800"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Středočeský kraj","CZ020","1032"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Jihočeský kraj","CZ031","559"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Plzeňský kraj","CZ032","441"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Karlovarský kraj","CZ041","331"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Ústecký kraj","CZ042","835"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Liberecký kraj","CZ051","411"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Královéhradecký kraj","CZ052","496"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Pardubický kraj","CZ053","480"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Kraj Vysočina","CZ063","560"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Jihomoravský kraj","CZ064","970"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Olomoucký kraj","CZ071","578"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Zlínský kraj","CZ072","503"
"Pořadí dítěte 3.","4355WZNP3","2001","2001","Moravskoslezský kraj","CZ080","1248"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Česko","CZ","9531"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Praha","CZ01","749"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Střední Čechy","CZ02","1057"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Jihozápad","CZ03","1085"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Severozápad","CZ04","1196"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Severovýchod","CZ05","1496"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Jihovýchod","CZ06","1544"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Střední Morava","CZ07","1130"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Moravskoslezsko","CZ08","1274"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Hlavní město Praha","CZ010","749"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Středočeský kraj","CZ020","1057"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Jihočeský kraj","CZ031","668"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Plzeňský kraj","CZ032","417"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Karlovarský kraj","CZ041","321"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Ústecký kraj","CZ042","875"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Liberecký kraj","CZ051","458"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Královéhradecký kraj","CZ052","521"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Pardubický kraj","CZ053","517"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Kraj Vysočina","CZ063","555"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Jihomoravský kraj","CZ064","989"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Olomoucký kraj","CZ071","590"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Zlínský kraj","CZ072","540"
"Pořadí dítěte 3.","4355WZNP3","2002","2002","Moravskoslezský kraj","CZ080","1274"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Česko","CZ","9561"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Praha","CZ01","780"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Střední Čechy","CZ02","1017"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Jihozápad","CZ03","1070"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Severozápad","CZ04","1212"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Severovýchod","CZ05","1485"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Jihovýchod","CZ06","1550"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Střední Morava","CZ07","1200"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Moravskoslezsko","CZ08","1247"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Hlavní město Praha","CZ010","780"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Středočeský kraj","CZ020","1017"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Jihočeský kraj","CZ031","627"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Plzeňský kraj","CZ032","443"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Karlovarský kraj","CZ041","307"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Ústecký kraj","CZ042","905"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Liberecký kraj","CZ051","422"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Královéhradecký kraj","CZ052","554"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Pardubický kraj","CZ053","509"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Kraj Vysočina","CZ063","571"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Jihomoravský kraj","CZ064","979"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Olomoucký kraj","CZ071","642"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Zlínský kraj","CZ072","558"
"Pořadí dítěte 3.","4355WZNP3","2003","2003","Moravskoslezský kraj","CZ080","1247"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Česko","CZ","9862"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Praha","CZ01","844"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Střední Čechy","CZ02","1101"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Jihozápad","CZ03","1097"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Severozápad","CZ04","1271"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Severovýchod","CZ05","1556"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Jihovýchod","CZ06","1631"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Střední Morava","CZ07","1178"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Moravskoslezsko","CZ08","1184"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Hlavní město Praha","CZ010","844"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Středočeský kraj","CZ020","1101"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Jihočeský kraj","CZ031","604"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Plzeňský kraj","CZ032","493"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Karlovarský kraj","CZ041","297"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Ústecký kraj","CZ042","974"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Liberecký kraj","CZ051","473"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Královéhradecký kraj","CZ052","554"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Pardubický kraj","CZ053","529"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Kraj Vysočina","CZ063","567"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Jihomoravský kraj","CZ064","1064"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Olomoucký kraj","CZ071","626"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Zlínský kraj","CZ072","552"
"Pořadí dítěte 3.","4355WZNP3","2004","2004","Moravskoslezský kraj","CZ080","1184"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Česko","CZ","10271"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Praha","CZ01","878"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Střední Čechy","CZ02","1149"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Jihozápad","CZ03","1168"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Severozápad","CZ04","1297"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Severovýchod","CZ05","1600"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Jihovýchod","CZ06","1639"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Střední Morava","CZ07","1246"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Moravskoslezsko","CZ08","1294"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Hlavní město Praha","CZ010","878"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Středočeský kraj","CZ020","1149"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Jihočeský kraj","CZ031","662"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Plzeňský kraj","CZ032","506"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Karlovarský kraj","CZ041","332"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Ústecký kraj","CZ042","965"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Liberecký kraj","CZ051","460"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Královéhradecký kraj","CZ052","599"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Pardubický kraj","CZ053","541"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Kraj Vysočina","CZ063","577"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Jihomoravský kraj","CZ064","1062"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Olomoucký kraj","CZ071","665"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Zlínský kraj","CZ072","581"
"Pořadí dítěte 3.","4355WZNP3","2005","2005","Moravskoslezský kraj","CZ080","1294"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Česko","CZ","10712"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Praha","CZ01","876"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Střední Čechy","CZ02","1254"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Jihozápad","CZ03","1235"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Severozápad","CZ04","1304"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Severovýchod","CZ05","1685"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Jihovýchod","CZ06","1695"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Střední Morava","CZ07","1302"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Moravskoslezsko","CZ08","1361"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Hlavní město Praha","CZ010","876"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Středočeský kraj","CZ020","1254"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Jihočeský kraj","CZ031","694"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Plzeňský kraj","CZ032","541"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Karlovarský kraj","CZ041","337"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Ústecký kraj","CZ042","967"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Liberecký kraj","CZ051","489"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Královéhradecký kraj","CZ052","584"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Pardubický kraj","CZ053","612"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Kraj Vysočina","CZ063","579"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Jihomoravský kraj","CZ064","1116"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Olomoucký kraj","CZ071","677"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Zlínský kraj","CZ072","625"
"Pořadí dítěte 3.","4355WZNP3","2006","2006","Moravskoslezský kraj","CZ080","1361"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Česko","CZ","12529"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Praha","CZ01","952"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Střední Čechy","CZ02","1488"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Jihozápad","CZ03","1426"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Severozápad","CZ04","1560"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Severovýchod","CZ05","2051"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Jihovýchod","CZ06","2010"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Střední Morava","CZ07","1465"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Moravskoslezsko","CZ08","1577"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Hlavní město Praha","CZ010","952"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Středočeský kraj","CZ020","1488"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Jihočeský kraj","CZ031","763"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Plzeňský kraj","CZ032","663"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Karlovarský kraj","CZ041","414"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Ústecký kraj","CZ042","1146"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Liberecký kraj","CZ051","591"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Královéhradecký kraj","CZ052","772"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Pardubický kraj","CZ053","688"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Kraj Vysočina","CZ063","689"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Jihomoravský kraj","CZ064","1321"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Olomoucký kraj","CZ071","771"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Zlínský kraj","CZ072","694"
"Pořadí dítěte 3.","4355WZNP3","2007","2007","Moravskoslezský kraj","CZ080","1577"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Česko","CZ","12758"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Praha","CZ01","1006"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Střední Čechy","CZ02","1554"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Jihozápad","CZ03","1474"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Severozápad","CZ04","1584"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Severovýchod","CZ05","2026"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Jihovýchod","CZ06","2031"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Střední Morava","CZ07","1534"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Moravskoslezsko","CZ08","1549"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Hlavní město Praha","CZ010","1006"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Středočeský kraj","CZ020","1554"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Jihočeský kraj","CZ031","808"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Plzeňský kraj","CZ032","666"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Karlovarský kraj","CZ041","397"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Ústecký kraj","CZ042","1187"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Liberecký kraj","CZ051","625"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Královéhradecký kraj","CZ052","726"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Pardubický kraj","CZ053","675"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Kraj Vysočina","CZ063","678"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Jihomoravský kraj","CZ064","1353"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Olomoucký kraj","CZ071","792"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Zlínský kraj","CZ072","742"
"Pořadí dítěte 3.","4355WZNP3","2008","2008","Moravskoslezský kraj","CZ080","1549"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Česko","CZ","12378"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Praha","CZ01","1070"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Střední Čechy","CZ02","1491"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Jihozápad","CZ03","1435"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Severozápad","CZ04","1497"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Severovýchod","CZ05","1952"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Jihovýchod","CZ06","2021"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Střední Morava","CZ07","1434"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Moravskoslezsko","CZ08","1478"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Hlavní město Praha","CZ010","1070"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Středočeský kraj","CZ020","1491"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Jihočeský kraj","CZ031","776"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Plzeňský kraj","CZ032","659"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Karlovarský kraj","CZ041","382"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Ústecký kraj","CZ042","1115"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Liberecký kraj","CZ051","607"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Královéhradecký kraj","CZ052","719"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Pardubický kraj","CZ053","626"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Kraj Vysočina","CZ063","622"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Jihomoravský kraj","CZ064","1399"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Olomoucký kraj","CZ071","762"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Zlínský kraj","CZ072","672"
"Pořadí dítěte 3.","4355WZNP3","2009","2009","Moravskoslezský kraj","CZ080","1478"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Česko","CZ","12573"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Praha","CZ01","1096"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Střední Čechy","CZ02","1550"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Jihozápad","CZ03","1408"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Severozápad","CZ04","1480"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Severovýchod","CZ05","1991"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Jihovýchod","CZ06","2062"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Střední Morava","CZ07","1468"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Moravskoslezsko","CZ08","1518"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Hlavní město Praha","CZ010","1096"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Středočeský kraj","CZ020","1550"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Jihočeský kraj","CZ031","762"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Plzeňský kraj","CZ032","646"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Karlovarský kraj","CZ041","358"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Ústecký kraj","CZ042","1122"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Liberecký kraj","CZ051","627"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Královéhradecký kraj","CZ052","692"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Pardubický kraj","CZ053","672"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Kraj Vysočina","CZ063","691"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Jihomoravský kraj","CZ064","1371"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Olomoucký kraj","CZ071","773"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Zlínský kraj","CZ072","695"
"Pořadí dítěte 3.","4355WZNP3","2010","2010","Moravskoslezský kraj","CZ080","1518"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Česko","CZ","11101"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Praha","CZ01","996"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Střední Čechy","CZ02","1419"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Jihozápad","CZ03","1279"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Severozápad","CZ04","1256"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Severovýchod","CZ05","1737"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Jihovýchod","CZ06","1824"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Střední Morava","CZ07","1264"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Moravskoslezsko","CZ08","1326"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Hlavní město Praha","CZ010","996"
