"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Narození","4355","2018","2018","Kraj Vysočina","CZ063","5445"
"Narození","4355","2018","2018","Jihomoravský kraj","CZ064","13632"
"Narození","4355","2018","2018","Olomoucký kraj","CZ071","6722"
"Narození","4355","2018","2018","Zlínský kraj","CZ072","6098"
"Narození","4355","2018","2018","Moravskoslezský kraj","CZ080","12432"
"Narození","4355","2019","2019","Česko","CZ","112633"
"Narození","4355","2019","2019","Praha","CZ01","14977"
"Narození","4355","2019","2019","Střední Čechy","CZ02","14891"
"Narození","4355","2019","2019","Jihozápad","CZ03","12731"
"Narození","4355","2019","2019","Severozápad","CZ04","10974"
"Narození","4355","2019","2019","Severovýchod","CZ05","15898"
"Narození","4355","2019","2019","Jihovýchod","CZ06","18891"
"Narození","4355","2019","2019","Střední Morava","CZ07","12170"
"Narození","4355","2019","2019","Moravskoslezsko","CZ08","12101"
"Narození","4355","2019","2019","Hlavní město Praha","CZ010","14977"
"Narození","4355","2019","2019","Středočeský kraj","CZ020","14891"
"Narození","4355","2019","2019","Jihočeský kraj","CZ031","6686"
"Narození","4355","2019","2019","Plzeňský kraj","CZ032","6045"
"Narození","4355","2019","2019","Karlovarský kraj","CZ041","2840"
"Narození","4355","2019","2019","Ústecký kraj","CZ042","8134"
"Narození","4355","2019","2019","Liberecký kraj","CZ051","4675"
"Narození","4355","2019","2019","Královéhradecký kraj","CZ052","5520"
"Narození","4355","2019","2019","Pardubický kraj","CZ053","5703"
"Narození","4355","2019","2019","Kraj Vysočina","CZ063","5511"
"Narození","4355","2019","2019","Jihomoravský kraj","CZ064","13380"
"Narození","4355","2019","2019","Olomoucký kraj","CZ071","6381"
"Narození","4355","2019","2019","Zlínský kraj","CZ072","5789"
"Narození","4355","2019","2019","Moravskoslezský kraj","CZ080","12101"
"Narození","4355","2020","2020","Česko","CZ","110631"
"Narození","4355","2020","2020","Praha","CZ01","14780"
"Narození","4355","2020","2020","Střední Čechy","CZ02","14478"
"Narození","4355","2020","2020","Jihozápad","CZ03","12465"
"Narození","4355","2020","2020","Severozápad","CZ04","10684"
"Narození","4355","2020","2020","Severovýchod","CZ05","15603"
"Narození","4355","2020","2020","Jihovýchod","CZ06","18279"
"Narození","4355","2020","2020","Střední Morava","CZ07","12460"
"Narození","4355","2020","2020","Moravskoslezsko","CZ08","11882"
"Narození","4355","2020","2020","Hlavní město Praha","CZ010","14780"
"Narození","4355","2020","2020","Středočeský kraj","CZ020","14478"
"Narození","4355","2020","2020","Jihočeský kraj","CZ031","6572"
"Narození","4355","2020","2020","Plzeňský kraj","CZ032","5893"
"Narození","4355","2020","2020","Karlovarský kraj","CZ041","2688"
"Narození","4355","2020","2020","Ústecký kraj","CZ042","7996"
"Narození","4355","2020","2020","Liberecký kraj","CZ051","4574"
"Narození","4355","2020","2020","Královéhradecký kraj","CZ052","5559"
"Narození","4355","2020","2020","Pardubický kraj","CZ053","5470"
"Narození","4355","2020","2020","Kraj Vysočina","CZ063","5372"
"Narození","4355","2020","2020","Jihomoravský kraj","CZ064","12907"
"Narození","4355","2020","2020","Olomoucký kraj","CZ071","6605"
"Narození","4355","2020","2020","Zlínský kraj","CZ072","5855"
"Narození","4355","2020","2020","Moravskoslezský kraj","CZ080","11882"
"Narození","4355","2021","2021","Česko","CZ","112197"
"Narození","4355","2021","2021","Praha","CZ01","15199"
"Narození","4355","2021","2021","Střední Čechy","CZ02","15171"
"Narození","4355","2021","2021","Jihozápad","CZ03","12665"
"Narození","4355","2021","2021","Severozápad","CZ04","10557"
"Narození","4355","2021","2021","Severovýchod","CZ05","15404"
"Narození","4355","2021","2021","Jihovýchod","CZ06","18691"
"Narození","4355","2021","2021","Střední Morava","CZ07","12485"
"Narození","4355","2021","2021","Moravskoslezsko","CZ08","12025"
"Narození","4355","2021","2021","Hlavní město Praha","CZ010","15199"
"Narození","4355","2021","2021","Středočeský kraj","CZ020","15171"
"Narození","4355","2021","2021","Jihočeský kraj","CZ031","6717"
"Narození","4355","2021","2021","Plzeňský kraj","CZ032","5948"
"Narození","4355","2021","2021","Karlovarský kraj","CZ041","2629"
"Narození","4355","2021","2021","Ústecký kraj","CZ042","7928"
"Narození","4355","2021","2021","Liberecký kraj","CZ051","4399"
"Narození","4355","2021","2021","Královéhradecký kraj","CZ052","5566"
"Narození","4355","2021","2021","Pardubický kraj","CZ053","5439"
"Narození","4355","2021","2021","Kraj Vysočina","CZ063","5563"
"Narození","4355","2021","2021","Jihomoravský kraj","CZ064","13128"
"Narození","4355","2021","2021","Olomoucký kraj","CZ071","6423"
"Narození","4355","2021","2021","Zlínský kraj","CZ072","6062"
"Narození","4355","2021","2021","Moravskoslezský kraj","CZ080","12025"
"Narození","4355","2022","2022","Česko","CZ","101676"
"Narození","4355","2022","2022","Praha","CZ01","13577"
"Narození","4355","2022","2022","Střední Čechy","CZ02","13522"
"Narození","4355","2022","2022","Jihozápad","CZ03","11632"
"Narození","4355","2022","2022","Severozápad","CZ04","9677"
"Narození","4355","2022","2022","Severovýchod","CZ05","13953"
"Narození","4355","2022","2022","Jihovýchod","CZ06","17119"
"Narození","4355","2022","2022","Střední Morava","CZ07","11379"
"Narození","4355","2022","2022","Moravskoslezsko","CZ08","10817"
"Narození","4355","2022","2022","Hlavní město Praha","CZ010","13577"
"Narození","4355","2022","2022","Středočeský kraj","CZ020","13522"
"Narození","4355","2022","2022","Jihočeský kraj","CZ031","6108"
"Narození","4355","2022","2022","Plzeňský kraj","CZ032","5524"
"Narození","4355","2022","2022","Karlovarský kraj","CZ041","2384"
"Narození","4355","2022","2022","Ústecký kraj","CZ042","7293"
"Narození","4355","2022","2022","Liberecký kraj","CZ051","3932"
"Narození","4355","2022","2022","Královéhradecký kraj","CZ052","5074"
"Narození","4355","2022","2022","Pardubický kraj","CZ053","4947"
"Narození","4355","2022","2022","Kraj Vysočina","CZ063","4994"
"Narození","4355","2022","2022","Jihomoravský kraj","CZ064","12125"
"Narození","4355","2022","2022","Olomoucký kraj","CZ071","6007"
"Narození","4355","2022","2022","Zlínský kraj","CZ072","5372"
"Narození","4355","2022","2022","Moravskoslezský kraj","CZ080","10817"
"Narození","4355","2023","2023","Česko","CZ","91455"
"Narození","4355","2023","2023","Praha","CZ01","12610"
"Narození","4355","2023","2023","Střední Čechy","CZ02","12299"
"Narození","4355","2023","2023","Jihozápad","CZ03","10320"
"Narození","4355","2023","2023","Severozápad","CZ04","8505"
"Narození","4355","2023","2023","Severovýchod","CZ05","12658"
"Narození","4355","2023","2023","Jihovýchod","CZ06","15188"
"Narození","4355","2023","2023","Střední Morava","CZ07","10211"
"Narození","4355","2023","2023","Moravskoslezsko","CZ08","9664"
"Narození","4355","2023","2023","Hlavní město Praha","CZ010","12610"
"Narození","4355","2023","2023","Středočeský kraj","CZ020","12299"
"Narození","4355","2023","2023","Jihočeský kraj","CZ031","5364"
"Narození","4355","2023","2023","Plzeňský kraj","CZ032","4956"
"Narození","4355","2023","2023","Karlovarský kraj","CZ041","2144"
"Narození","4355","2023","2023","Ústecký kraj","CZ042","6361"
"Narození","4355","2023","2023","Liberecký kraj","CZ051","3565"
"Narození","4355","2023","2023","Královéhradecký kraj","CZ052","4565"
"Narození","4355","2023","2023","Pardubický kraj","CZ053","4528"
"Narození","4355","2023","2023","Kraj Vysočina","CZ063","4493"
"Narození","4355","2023","2023","Jihomoravský kraj","CZ064","10695"
"Narození","4355","2023","2023","Olomoucký kraj","CZ071","5340"
"Narození","4355","2023","2023","Zlínský kraj","CZ072","4871"
"Narození","4355","2023","2023","Moravskoslezský kraj","CZ080","9664"
"Živě narození","4355ZN","2000","2000","Česko","CZ","90910"
"Živě narození","4355ZN","2000","2000","Praha","CZ01","9453"
"Živě narození","4355ZN","2000","2000","Střední Čechy","CZ02","9936"
"Živě narození","4355ZN","2000","2000","Jihozápad","CZ03","10537"
"Živě narození","4355ZN","2000","2000","Severozápad","CZ04","10903"
"Živě narození","4355ZN","2000","2000","Severovýchod","CZ05","13672"
"Živě narození","4355ZN","2000","2000","Jihovýchod","CZ06","14328"
"Živě narození","4355ZN","2000","2000","Střední Morava","CZ07","10800"
"Živě narození","4355ZN","2000","2000","Moravskoslezsko","CZ08","11281"
"Živě narození","4355ZN","2000","2000","Hlavní město Praha","CZ010","9453"
"Živě narození","4355ZN","2000","2000","Středočeský kraj","CZ020","9936"
"Živě narození","4355ZN","2000","2000","Jihočeský kraj","CZ031","5650"
"Živě narození","4355ZN","2000","2000","Plzeňský kraj","CZ032","4887"
"Živě narození","4355ZN","2000","2000","Karlovarský kraj","CZ041","2900"
"Živě narození","4355ZN","2000","2000","Ústecký kraj","CZ042","8003"
"Živě narození","4355ZN","2000","2000","Liberecký kraj","CZ051","4090"
"Živě narození","4355ZN","2000","2000","Královéhradecký kraj","CZ052","4969"
"Živě narození","4355ZN","2000","2000","Pardubický kraj","CZ053","4613"
"Živě narození","4355ZN","2000","2000","Kraj Vysočina","CZ063","4761"
"Živě narození","4355ZN","2000","2000","Jihomoravský kraj","CZ064","9567"
"Živě narození","4355ZN","2000","2000","Olomoucký kraj","CZ071","5510"
"Živě narození","4355ZN","2000","2000","Zlínský kraj","CZ072","5290"
"Živě narození","4355ZN","2000","2000","Moravskoslezský kraj","CZ080","11281"
"Živě narození","4355ZN","2001","2001","Česko","CZ","90715"
"Živě narození","4355ZN","2001","2001","Praha","CZ01","9681"
"Živě narození","4355ZN","2001","2001","Střední Čechy","CZ02","10035"
"Živě narození","4355ZN","2001","2001","Jihozápad","CZ03","10328"
"Živě narození","4355ZN","2001","2001","Severozápad","CZ04","10825"
"Živě narození","4355ZN","2001","2001","Severovýchod","CZ05","13433"
"Živě narození","4355ZN","2001","2001","Jihovýchod","CZ06","14194"
"Živě narození","4355ZN","2001","2001","Střední Morava","CZ07","10887"
"Živě narození","4355ZN","2001","2001","Moravskoslezsko","CZ08","11332"
"Živě narození","4355ZN","2001","2001","Hlavní město Praha","CZ010","9681"
"Živě narození","4355ZN","2001","2001","Středočeský kraj","CZ020","10035"
"Živě narození","4355ZN","2001","2001","Jihočeský kraj","CZ031","5554"
"Živě narození","4355ZN","2001","2001","Plzeňský kraj","CZ032","4774"
"Živě narození","4355ZN","2001","2001","Karlovarský kraj","CZ041","2920"
"Živě narození","4355ZN","2001","2001","Ústecký kraj","CZ042","7905"
"Živě narození","4355ZN","2001","2001","Liberecký kraj","CZ051","4013"
"Živě narození","4355ZN","2001","2001","Královéhradecký kraj","CZ052","4954"
"Živě narození","4355ZN","2001","2001","Pardubický kraj","CZ053","4466"
"Živě narození","4355ZN","2001","2001","Kraj Vysočina","CZ063","4568"
"Živě narození","4355ZN","2001","2001","Jihomoravský kraj","CZ064","9626"
"Živě narození","4355ZN","2001","2001","Olomoucký kraj","CZ071","5716"
"Živě narození","4355ZN","2001","2001","Zlínský kraj","CZ072","5171"
"Živě narození","4355ZN","2001","2001","Moravskoslezský kraj","CZ080","11332"
"Živě narození","4355ZN","2002","2002","Česko","CZ","92786"
"Živě narození","4355ZN","2002","2002","Praha","CZ01","9690"
"Živě narození","4355ZN","2002","2002","Střední Čechy","CZ02","10483"
"Živě narození","4355ZN","2002","2002","Jihozápad","CZ03","10619"
"Živě narození","4355ZN","2002","2002","Severozápad","CZ04","11135"
"Živě narození","4355ZN","2002","2002","Severovýchod","CZ05","13731"
"Živě narození","4355ZN","2002","2002","Jihovýchod","CZ06","14822"
"Živě narození","4355ZN","2002","2002","Střední Morava","CZ07","10862"
"Živě narození","4355ZN","2002","2002","Moravskoslezsko","CZ08","11444"
"Živě narození","4355ZN","2002","2002","Hlavní město Praha","CZ010","9690"
"Živě narození","4355ZN","2002","2002","Středočeský kraj","CZ020","10483"
"Živě narození","4355ZN","2002","2002","Jihočeský kraj","CZ031","5733"
"Živě narození","4355ZN","2002","2002","Plzeňský kraj","CZ032","4886"
"Živě narození","4355ZN","2002","2002","Karlovarský kraj","CZ041","2949"
"Živě narození","4355ZN","2002","2002","Ústecký kraj","CZ042","8186"
"Živě narození","4355ZN","2002","2002","Liberecký kraj","CZ051","4132"
"Živě narození","4355ZN","2002","2002","Královéhradecký kraj","CZ052","4946"
"Živě narození","4355ZN","2002","2002","Pardubický kraj","CZ053","4653"
"Živě narození","4355ZN","2002","2002","Kraj Vysočina","CZ063","4755"
"Živě narození","4355ZN","2002","2002","Jihomoravský kraj","CZ064","10067"
"Živě narození","4355ZN","2002","2002","Olomoucký kraj","CZ071","5667"
"Živě narození","4355ZN","2002","2002","Zlínský kraj","CZ072","5195"
"Živě narození","4355ZN","2002","2002","Moravskoslezský kraj","CZ080","11444"
"Živě narození","4355ZN","2003","2003","Česko","CZ","93685"
"Živě narození","4355ZN","2003","2003","Praha","CZ01","10057"
"Živě narození","4355ZN","2003","2003","Střední Čechy","CZ02","10633"
"Živě narození","4355ZN","2003","2003","Jihozápad","CZ03","10670"
"Živě narození","4355ZN","2003","2003","Severozápad","CZ04","11231"
"Živě narození","4355ZN","2003","2003","Severovýchod","CZ05","13783"
"Živě narození","4355ZN","2003","2003","Jihovýchod","CZ06","14782"
"Živě narození","4355ZN","2003","2003","Střední Morava","CZ07","10977"
"Živě narození","4355ZN","2003","2003","Moravskoslezsko","CZ08","11552"
"Živě narození","4355ZN","2003","2003","Hlavní město Praha","CZ010","10057"
"Živě narození","4355ZN","2003","2003","Středočeský kraj","CZ020","10633"
"Živě narození","4355ZN","2003","2003","Jihočeský kraj","CZ031","5736"
"Živě narození","4355ZN","2003","2003","Plzeňský kraj","CZ032","4934"
"Živě narození","4355ZN","2003","2003","Karlovarský kraj","CZ041","2887"
"Živě narození","4355ZN","2003","2003","Ústecký kraj","CZ042","8344"
"Živě narození","4355ZN","2003","2003","Liberecký kraj","CZ051","4045"
"Živě narození","4355ZN","2003","2003","Královéhradecký kraj","CZ052","5093"
"Živě narození","4355ZN","2003","2003","Pardubický kraj","CZ053","4645"
"Živě narození","4355ZN","2003","2003","Kraj Vysočina","CZ063","4775"
"Živě narození","4355ZN","2003","2003","Jihomoravský kraj","CZ064","10007"
"Živě narození","4355ZN","2003","2003","Olomoucký kraj","CZ071","5830"
"Živě narození","4355ZN","2003","2003","Zlínský kraj","CZ072","5147"
"Živě narození","4355ZN","2003","2003","Moravskoslezský kraj","CZ080","11552"
"Živě narození","4355ZN","2004","2004","Česko","CZ","97664"
"Živě narození","4355ZN","2004","2004","Praha","CZ01","11131"
"Živě narození","4355ZN","2004","2004","Střední Čechy","CZ02","11289"
"Živě narození","4355ZN","2004","2004","Jihozápad","CZ03","10987"
"Živě narození","4355ZN","2004","2004","Severozápad","CZ04","11504"
"Živě narození","4355ZN","2004","2004","Severovýchod","CZ05","14323"
"Živě narození","4355ZN","2004","2004","Jihovýchod","CZ06","15479"
"Živě narození","4355ZN","2004","2004","Střední Morava","CZ07","11130"
"Živě narození","4355ZN","2004","2004","Moravskoslezsko","CZ08","11821"
"Živě narození","4355ZN","2004","2004","Hlavní město Praha","CZ010","11131"
"Živě narození","4355ZN","2004","2004","Středočeský kraj","CZ020","11289"
"Živě narození","4355ZN","2004","2004","Jihočeský kraj","CZ031","5941"
"Živě narození","4355ZN","2004","2004","Plzeňský kraj","CZ032","5046"
"Živě narození","4355ZN","2004","2004","Karlovarský kraj","CZ041","2903"
"Živě narození","4355ZN","2004","2004","Ústecký kraj","CZ042","8601"
"Živě narození","4355ZN","2004","2004","Liberecký kraj","CZ051","4312"
"Živě narození","4355ZN","2004","2004","Královéhradecký kraj","CZ052","5190"
"Živě narození","4355ZN","2004","2004","Pardubický kraj","CZ053","4821"
"Živě narození","4355ZN","2004","2004","Kraj Vysočina","CZ063","4819"
"Živě narození","4355ZN","2004","2004","Jihomoravský kraj","CZ064","10660"
"Živě narození","4355ZN","2004","2004","Olomoucký kraj","CZ071","5913"
"Živě narození","4355ZN","2004","2004","Zlínský kraj","CZ072","5217"
