"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Věk (jednoleté skupiny)","VEKZEN1PLOD","Hodnota"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","32","410032610033000","57.9964850615"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","33","410033610034000","52.9586598217"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","34","410034610035000","39.3544733862"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","35","410035610036000","30.7830245069"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","36","410036610037000","24.6259351621"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","37","410037610038000","17.8173719376"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","38","410038610039000","13.9682539683"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","39","410039610040000","8.94509562"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","40","410040610041000","6.8330362448"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","41","410041610042000","4.4669446099"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","42","410042610043000","1.8633540373"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","43","410043610044000","0.6529546197"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","44","410044610045000","1.002004008"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","45","410045610046000","0.6727211571"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","46","410046610047000","0"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","48","410048610049000","0"
"Míry plodnosti","5406","2005","2005","Pardubický kraj","CZ053","49","410049610050000","0.2691065662"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","15","410015610016000","0.9151921904"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","16","410016610017000","2.4494794856"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","17","410017610018000","2.7264465314"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","18","410018610019000","9.9128867528"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","19","410019610020000","15.625"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","20","410020610021000","28.1970948448"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","21","410021610022000","36.866359447"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","22","410022610023000","46.4720884103"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","23","410023610024000","58.3333333333"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","24","410024610025000","84.7778981582"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","25","410025610026000","103.3153430995"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","26","410026610027000","121.7964364169"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","27","410027610028000","121.6312902456"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","28","410028610029000","123.1132075472"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","29","410029610030000","106.868451688"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","30","410030610031000","95.2162966354"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","31","410031610032000","75.6782484531"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","32","410032610033000","64.9020106897"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","33","410033610034000","41.7227456258"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","34","410034610035000","43.3796427559"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","35","410035610036000","31.185031185"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","36","410036610037000","23.3790523691"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","37","410037610038000","18.76759462"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","38","410038610039000","12.2963418383"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","39","410039610040000","9.3037214886"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","40","410040610041000","4.2832667047"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","41","410041610042000","4.8949035416"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","42","410042610043000","2.439768222"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","43","410043610044000","1.5508684864"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","44","410044610045000","0.6315124724"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","45","410045610046000","0.6397952655"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","46","410046610047000","0"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","48","410048610049000","0"
"Míry plodnosti","5406","2005","2005","Kraj Vysočina","CZ063","49","410049610050000","0"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","15","410015610016000","1.0181818182"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","16","410016610017000","3.7583116508"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","17","410017610018000","6.0353499066"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","18","410018610019000","12.9316470087"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","19","410019610020000","21.7391304348"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","20","410020610021000","28.9328488763"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","21","410021610022000","34.6680999731"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","22","410022610023000","42.6571579503"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","23","410023610024000","51.9380836638"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","24","410024610025000","63.6042402827"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","25","410025610026000","82.7447023209"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","26","410026610027000","95.2482648158"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","27","410027610028000","107.3440433966"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","28","410028610029000","111.2806428644"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","29","410029610030000","108.1242532855"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","30","410030610031000","101.8996590356"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","31","410031610032000","88.8371150729"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","32","410032610033000","67.3627484001"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","33","410033610034000","55.0277606416"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","34","410034610035000","41.6455696203"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","35","410035610036000","37.4983780978"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","36","410036610037000","26.423317897"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","37","410037610038000","24.2677824268"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","38","410038610039000","13.3315008246"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","39","410039610040000","10.7541157727"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","40","410040610041000","6.4408089656"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","41","410041610042000","3.9825282631"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","42","410042610043000","3.4176349966"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","43","410043610044000","1.433897333"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","44","410044610045000","0.8693132425"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","45","410045610046000","0.5888414544"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","46","410046610047000","0.2824459822"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","48","410048610049000","0.1203079885"
"Míry plodnosti","5406","2005","2005","Jihomoravský kraj","CZ064","49","410049610050000","0"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","15","410015610016000","1.4745637749"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","16","410016610017000","2.6506024096"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","17","410017610018000","7.9250720461"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","18","410018610019000","15.6288156288"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","19","410019610020000","19.4711538462"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","20","410020610021000","24.6478873239"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","21","410021610022000","35.5896720167"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","22","410022610023000","42.5726710918"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","23","410023610024000","48.9296636086"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","24","410024610025000","68.4931506849"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","25","410025610026000","80.040526849"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","26","410026610027000","95.2109464082"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","27","410027610028000","105.4658840792"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","28","410028610029000","107.9098067287"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","29","410029610030000","111.7308697926"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","30","410030610031000","95.3782239917"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","31","410031610032000","79.3015642052"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","32","410032610033000","64.1051164643"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","33","410033610034000","53.3990992923"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","34","410034610035000","43.7429537768"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","35","410035610036000","38.2564340366"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","36","410036610037000","27.7777777778"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","37","410037610038000","17.5614651279"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","38","410038610039000","17.5695461201"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","39","410039610040000","9.8180076628"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","40","410040610041000","5.6219255095"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","41","410041610042000","3.2058621479"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","42","410042610043000","3.5833731486"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","43","410043610044000","2.2784810127"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","44","410044610045000","0.7571933367"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","45","410045610046000","0.254841998"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","46","410046610047000","0"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","48","410048610049000","0"
"Míry plodnosti","5406","2005","2005","Olomoucký kraj","CZ071","49","410049610050000","0"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","15","410015610016000","0.266028199"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","16","410016610017000","0.7955449483"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","17","410017610018000","4.1797283177"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","18","410018610019000","7.5246497146"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","19","410019610020000","14.4303797468"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","20","410020610021000","22.8741919443"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","21","410021610022000","33.7957124842"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","22","410022610023000","45.5110668988"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","23","410023610024000","48.0516375807"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","24","410024610025000","63.1455399061"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","25","410025610026000","80.3551609323"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","26","410026610027000","105.4575297497"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","27","410027610028000","106.3149480416"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","28","410028610029000","115.6679275333"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","29","410029610030000","117.1065493646"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","30","410030610031000","96.09375"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","31","410031610032000","83.7898153784"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","32","410032610033000","68.9954436971"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","33","410033610034000","48.2322641068"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","34","410034610035000","45.6217807211"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","35","410035610036000","32.6996197719"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","36","410036610037000","25.8665287118"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","37","410037610038000","22.9394505201"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","38","410038610039000","14.1749130784"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","39","410039610040000","11.7197452229"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","40","410040610041000","5.2999277283"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","41","410041610042000","6.5913370998"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","42","410042610043000","1.9875776398"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","43","410043610044000","1.8271991647"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","44","410044610045000","0.2651816494"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","45","410045610046000","0.2733734281"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","46","410046610047000","0.2651113468"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","48","410048610049000","0"
"Míry plodnosti","5406","2005","2005","Zlínský kraj","CZ072","49","410049610050000","0"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","15","410015610016000","1.5514977921"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","16","410016610017000","4.8630055747"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","17","410017610018000","10.8708495805"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","18","410018610019000","20.1708590413"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","19","410019610020000","31.7979892448"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","20","410020610021000","37.711313394"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","21","410021610022000","53.3000949668"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","22","410022610023000","54.3554006969"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","23","410023610024000","63.9596291515"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","24","410024610025000","71.9038169721"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","25","410025610026000","87.9226025941"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","26","410026610027000","96.6842576919"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","27","410027610028000","104.5616113744"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","28","410028610029000","108.2082277247"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","29","410029610030000","103.4978437949"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","30","410030610031000","82.7612150851"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","31","410031610032000","79.4330289193"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","32","410032610033000","63.9926515615"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","33","410033610034000","50.3213157608"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","34","410034610035000","41.5821501014"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","35","410035610036000","31.9533527697"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","36","410036610037000","25.0995535176"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","37","410037610038000","17.9202730708"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","38","410038610039000","13.2262635805"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","39","410039610040000","8.6412734508"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","40","410040610041000","8.7957432946"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","41","410041610042000","3.6952505162"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","42","410042610043000","1.9659997687"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","43","410043610044000","1.3485350006"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","44","410044610045000","1.3994910941"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","45","410045610046000","0.1292991983"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","46","410046610047000","0"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","47","410047610048000","0"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","48","410048610049000","0"
"Míry plodnosti","5406","2005","2005","Moravskoslezský kraj","CZ080","49","410049610050000","0"
"Míry plodnosti","5406","2006","2006","Česko","CZ","15","410015610016000","1.3013187755"
"Míry plodnosti","5406","2006","2006","Česko","CZ","16","410016610017000","3.8984501284"
"Míry plodnosti","5406","2006","2006","Česko","CZ","17","410017610018000","8.6389363604"
"Míry plodnosti","5406","2006","2006","Česko","CZ","18","410018610019000","16.1380597015"
"Míry plodnosti","5406","2006","2006","Česko","CZ","19","410019610020000","24.4391274626"
"Míry plodnosti","5406","2006","2006","Česko","CZ","20","410020610021000","32.8501976464"
"Míry plodnosti","5406","2006","2006","Česko","CZ","21","410021610022000","39.3070988114"
"Míry plodnosti","5406","2006","2006","Česko","CZ","22","410022610023000","43.9674622966"
"Míry plodnosti","5406","2006","2006","Česko","CZ","23","410023610024000","53.1204052815"
"Míry plodnosti","5406","2006","2006","Česko","CZ","24","410024610025000","63.4990613801"
"Míry plodnosti","5406","2006","2006","Česko","CZ","25","410025610026000","79.8444071804"
"Míry plodnosti","5406","2006","2006","Česko","CZ","26","410026610027000","92.4476865992"
"Míry plodnosti","5406","2006","2006","Česko","CZ","27","410027610028000","103.919030246"
"Míry plodnosti","5406","2006","2006","Česko","CZ","28","410028610029000","111.5208851118"
"Míry plodnosti","5406","2006","2006","Česko","CZ","29","410029610030000","114.7528116345"
"Míry plodnosti","5406","2006","2006","Česko","CZ","30","410030610031000","106.0526431043"
"Míry plodnosti","5406","2006","2006","Česko","CZ","31","410031610032000","92.8534393363"
"Míry plodnosti","5406","2006","2006","Česko","CZ","32","410032610033000","75.1074158808"
"Míry plodnosti","5406","2006","2006","Česko","CZ","33","410033610034000","63.8739767289"
"Míry plodnosti","5406","2006","2006","Česko","CZ","34","410034610035000","51.4780100937"
"Míry plodnosti","5406","2006","2006","Česko","CZ","35","410035610036000","41.7530799764"
"Míry plodnosti","5406","2006","2006","Česko","CZ","36","410036610037000","32.1538813307"
"Míry plodnosti","5406","2006","2006","Česko","CZ","37","410037610038000","22.7014925373"
"Míry plodnosti","5406","2006","2006","Česko","CZ","38","410038610039000","18.2905488686"
"Míry plodnosti","5406","2006","2006","Česko","CZ","39","410039610040000","12.7961370152"
"Míry plodnosti","5406","2006","2006","Česko","CZ","40","410040610041000","8.9220311172"
"Míry plodnosti","5406","2006","2006","Česko","CZ","41","410041610042000","5.1675232398"
"Míry plodnosti","5406","2006","2006","Česko","CZ","42","410042610043000","3.0132247084"
"Míry plodnosti","5406","2006","2006","Česko","CZ","43","410043610044000","2.2050059595"
"Míry plodnosti","5406","2006","2006","Česko","CZ","44","410044610045000","1.031631406"
"Míry plodnosti","5406","2006","2006","Česko","CZ","45","410045610046000","0.4538676003"
"Míry plodnosti","5406","2006","2006","Česko","CZ","46","410046610047000","0.1964990421"
"Míry plodnosti","5406","2006","2006","Česko","CZ","47","410047610048000","0.1253505899"
"Míry plodnosti","5406","2006","2006","Česko","CZ","48","410048610049000","0.0863893568"
"Míry plodnosti","5406","2006","2006","Česko","CZ","49","410049610050000","0.040752564"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","15","410015610016000","1.0230179028"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","16","410016610017000","3.0617451948"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","17","410017610018000","5.0595723845"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","18","410018610019000","7.7963404932"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","19","410019610020000","11.9937694704"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","20","410020610021000","17.5978882534"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","21","410021610022000","19.8867559729"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","22","410022610023000","23.6262994465"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","23","410023610024000","26.4047866805"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","24","410024610025000","37.3900293255"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","25","410025610026000","48.1872940107"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","26","410026610027000","62.7482937761"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","27","410027610028000","82.6361777282"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","28","410028610029000","91.5949232271"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","29","410029610030000","112.6247288503"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","30","410030610031000","120.488184887"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","31","410031610032000","113.8541217091"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","32","410032610033000","96.0977388767"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","33","410033610034000","88.7951435333"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","34","410034610035000","75.9451321512"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","35","410035610036000","63.9636490738"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","36","410036610037000","48.7535306398"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","37","410037610038000","34.381390593"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","38","410038610039000","24.9289589253"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","39","410039610040000","18.725150699"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","40","410040610041000","15.1083591331"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","41","410041610042000","8.9495996232"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","42","410042610043000","4.181670345"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","43","410043610044000","2.8796794792"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","44","410044610045000","1.6538037486"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","45","410045610046000","0.5714285714"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","46","410046610047000","0.2910360885"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","47","410047610048000","0.4218815919"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","48","410048610049000","0"
"Míry plodnosti","5406","2006","2006","Praha","CZ01","49","410049610050000","0.1189767995"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","15","410015610016000","1.2731645211"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","16","410016610017000","2.4449877751"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","17","410017610018000","7.9456804392"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","18","410018610019000","14.0905209223"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","19","410019610020000","23.4808595418"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","20","410020610021000","32.9103332868"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","21","410021610022000","41.8099298583"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","22","410022610023000","45.6583774969"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","23","410023610024000","54.617414248"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","24","410024610025000","66.8042300748"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","25","410025610026000","78.8986294604"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","26","410026610027000","97.9980090698"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","27","410027610028000","107.6985660531"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","28","410028610029000","118.6656231657"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","29","410029610030000","122.5136927068"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","30","410030610031000","114.5843053093"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","31","410031610032000","103.4800220954"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","32","410032610033000","77.2524022453"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","33","410033610034000","69.0503022231"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","34","410034610035000","52.968439638"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","35","410035610036000","42.3460410557"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","36","410036610037000","34.3800421993"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","37","410037610038000","22.3783502472"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","38","410038610039000","15.7511581734"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","39","410039610040000","12.7022329188"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","40","410040610041000","9.9763717511"
"Míry plodnosti","5406","2006","2006","Střední Čechy","CZ02","41","410041610042000","5.255912902"
