Ukazatel,IndicatorType,Roky,CasR,"ČR, Reg. soudržnosti, Kraje",Uz012,Hodnota,Uz01A
Průměrný věk matky při narození dítěte,7406,2022,2022,Královéhradecký kraj,CZ052,30.91538157,CZ05
Průměrný věk matky při narození dítěte,7406,2022,2022,Pardubický kraj,CZ053,30.83657943,CZ05
Průměrný věk matky při narození dítěte,7406,2022,2022,Kraj Vysočina,CZ063,30.69501908,CZ06
Průměrný věk matky při narození dítěte,7406,2022,2022,Jihomoravský kraj,CZ064,31.52194072,CZ06
Průměrný věk matky při narození dítěte,7406,2022,2022,Olomoucký kraj,CZ071,30.96883876,CZ07
Průměrný věk matky při narození dítěte,7406,2022,2022,Zlínský kraj,CZ072,31.34405894,CZ07
Průměrný věk matky při narození dítěte,7406,2022,2022,Moravskoslezský kraj,CZ080,30.46917363,CZ08
Průměrný věk matky při narození dítěte,7406,2023,2023,Česko,CZ,31.14155394,CZ
Průměrný věk matky při narození dítěte,7406,2023,2023,Praha,CZ01,32.64457256,CZ01
Průměrný věk matky při narození dítěte,7406,2023,2023,Střední Čechy,CZ02,31.46775247,CZ02
Průměrný věk matky při narození dítěte,7406,2023,2023,Jihozápad,CZ03,30.88237295,CZ03
Průměrný věk matky při narození dítěte,7406,2023,2023,Severozápad,CZ04,29.80993737,CZ04
Průměrný věk matky při narození dítěte,7406,2023,2023,Severovýchod,CZ05,30.8111622,CZ05
Průměrný věk matky při narození dítěte,7406,2023,2023,Jihovýchod,CZ06,31.27332453,CZ06
Průměrný věk matky při narození dítěte,7406,2023,2023,Střední Morava,CZ07,30.95507218,CZ07
Průměrný věk matky při narození dítěte,7406,2023,2023,Moravskoslezsko,CZ08,30.63386645,CZ08
Průměrný věk matky při narození dítěte,7406,2023,2023,Hlavní město Praha,CZ010,32.64457256,CZ01
Průměrný věk matky při narození dítěte,7406,2023,2023,Středočeský kraj,CZ020,31.46775247,CZ02
Průměrný věk matky při narození dítěte,7406,2023,2023,Jihočeský kraj,CZ031,30.84380258,CZ03
Průměrný věk matky při narození dítěte,7406,2023,2023,Plzeňský kraj,CZ032,30.92411979,CZ03
Průměrný věk matky při narození dítěte,7406,2023,2023,Karlovarský kraj,CZ041,30.1424214,CZ04
Průměrný věk matky při narození dítěte,7406,2023,2023,Ústecký kraj,CZ042,29.69804169,CZ04
Průměrný věk matky při narození dítěte,7406,2023,2023,Liberecký kraj,CZ051,30.73245985,CZ05
Průměrný věk matky při narození dítěte,7406,2023,2023,Královéhradecký kraj,CZ052,30.87678611,CZ05
Průměrný věk matky při narození dítěte,7406,2023,2023,Pardubický kraj,CZ053,30.80690877,CZ05
Průměrný věk matky při narození dítěte,7406,2023,2023,Kraj Vysočina,CZ063,30.76318141,CZ06
Průměrný věk matky při narození dítěte,7406,2023,2023,Jihomoravský kraj,CZ064,31.48734652,CZ06
Průměrný věk matky při narození dítěte,7406,2023,2023,Olomoucký kraj,CZ071,30.76493799,CZ07
Průměrný věk matky při narození dítěte,7406,2023,2023,Zlínský kraj,CZ072,31.16323802,CZ07
Průměrný věk matky při narození dítěte,7406,2023,2023,Moravskoslezský kraj,CZ080,30.63386645,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Česko,CZ,24.86274599,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Praha,CZ01,26.97034483,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Střední Čechy,CZ02,24.87891199,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Jihozápad,CZ03,24.79933568,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Severozápad,CZ04,23.99184989,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Severovýchod,CZ05,24.54841974,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Jihovýchod,CZ06,24.82259488,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Střední Morava,CZ07,24.80412574,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Moravskoslezsko,CZ08,24.25424203,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Hlavní město Praha,CZ010,26.97034483,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Středočeský kraj,CZ020,24.87891199,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Jihočeský kraj,CZ031,24.91306797,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Plzeňský kraj,CZ032,24.67596741,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Karlovarský kraj,CZ041,24.12508663,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Ústecký kraj,CZ042,23.94169058,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Liberecký kraj,CZ051,24.35728643,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Královéhradecký kraj,CZ052,24.81822034,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Pardubický kraj,CZ053,24.42474674,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Kraj Vysočina,CZ063,24.4300278,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Jihomoravský kraj,CZ064,25.00517241,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Olomoucký kraj,CZ071,24.59204368,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Zlínský kraj,CZ072,25.01939826,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2000,2000,Moravskoslezský kraj,CZ080,24.25424203,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Česko,CZ,25.3396751,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Praha,CZ01,27.47414133,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Střední Čechy,CZ02,25.33416771,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Jihozápad,CZ03,25.20183486,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Severozápad,CZ04,24.45980583,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Severovýchod,CZ05,25.09364522,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Jihovýchod,CZ06,25.27493606,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Střední Morava,CZ07,25.26579414,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Moravskoslezsko,CZ08,24.73506201,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Hlavní město Praha,CZ010,27.47414133,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Středočeský kraj,CZ020,25.33416771,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Jihočeský kraj,CZ031,25.18953753,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Plzeňský kraj,CZ032,25.21548822,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Karlovarský kraj,CZ041,24.59891697,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Ústecký kraj,CZ042,24.40863214,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Liberecký kraj,CZ051,25.04443255,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Královéhradecký kraj,CZ052,25.21290051,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Pardubický kraj,CZ053,24.99925853,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Kraj Vysočina,CZ063,24.97891566,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Jihomoravský kraj,CZ064,25.40161117,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Olomoucký kraj,CZ071,25.15982076,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Zlínský kraj,CZ072,25.38389513,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2001,2001,Moravskoslezský kraj,CZ080,24.73506201,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Česko,CZ,25.72214773,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Praha,CZ01,27.88454324,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Střední Čechy,CZ02,25.68156369,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Jihozápad,CZ03,25.53787005,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Severozápad,CZ04,24.67727099,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Severovýchod,CZ05,25.47429064,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Jihovýchod,CZ06,25.77262459,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Střední Morava,CZ07,25.68390358,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Moravskoslezsko,CZ08,25.07360312,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Hlavní město Praha,CZ010,27.88454324,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Středočeský kraj,CZ020,25.68156369,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Jihočeský kraj,CZ031,25.52916515,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Plzeňský kraj,CZ032,25.54758032,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Karlovarský kraj,CZ041,24.89477401,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Ústecký kraj,CZ042,24.59626512,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Liberecký kraj,CZ051,25.42598264,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Královéhradecký kraj,CZ052,25.53723404,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Pardubický kraj,CZ053,25.45240296,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Kraj Vysočina,CZ063,25.37305333,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Jihomoravský kraj,CZ064,25.94319098,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Olomoucký kraj,CZ071,25.54466967,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Zlínský kraj,CZ072,25.83346774,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2002,2002,Moravskoslezský kraj,CZ080,25.07360312,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Česko,CZ,26.11461984,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Praha,CZ01,28.15080501,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Střední Čechy,CZ02,26.15972222,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Jihozápad,CZ03,25.95259288,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Severozápad,CZ04,25.02486395,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Severovýchod,CZ05,25.93927849,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Jihovýchod,CZ06,26.1024596,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Střední Morava,CZ07,26.1447854,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Moravskoslezsko,CZ08,25.40541765,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Hlavní město Praha,CZ010,28.15080501,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Středočeský kraj,CZ020,26.15972222,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Jihočeský kraj,CZ031,26.03167338,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Plzeňský kraj,CZ032,25.8639721,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Karlovarský kraj,CZ041,25.16857963,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Ústecký kraj,CZ042,24.97395172,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Liberecký kraj,CZ051,25.9012474,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Královéhradecký kraj,CZ052,25.97627191,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Pardubický kraj,CZ053,25.93311808,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Kraj Vysočina,CZ063,25.68816459,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Jihomoravský kraj,CZ064,26.28799172,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Olomoucký kraj,CZ071,26.05894088,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Zlínský kraj,CZ072,26.2437291,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2003,2003,Moravskoslezský kraj,CZ080,25.40541765,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Česko,CZ,26.57431448,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Praha,CZ01,28.61939115,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Střední Čechy,CZ02,26.59189477,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Jihozápad,CZ03,26.43028486,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Severozápad,CZ04,25.37224829,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Severovýchod,CZ05,26.37374186,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Jihovýchod,CZ06,26.64868649,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Střední Morava,CZ07,26.56919768,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Moravskoslezsko,CZ08,25.7354502,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Hlavní město Praha,CZ010,28.61939115,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Středočeský kraj,CZ020,26.59189477,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Jihočeský kraj,CZ031,26.38777698,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Plzeňský kraj,CZ032,26.47714736,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Karlovarský kraj,CZ041,25.55786249,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Ústecký kraj,CZ042,25.30530322,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Liberecký kraj,CZ051,26.30097324,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Královéhradecký kraj,CZ052,26.39900662,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Pardubický kraj,CZ053,26.41247265,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Kraj Vysočina,CZ063,26.30368374,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Jihomoravský kraj,CZ064,26.7943296,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Olomoucký kraj,CZ071,26.45592384,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Zlínský kraj,CZ072,26.69713262,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2004,2004,Moravskoslezský kraj,CZ080,25.7354502,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Česko,CZ,26.94067695,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Praha,CZ01,28.99289377,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Střední Čechy,CZ02,27.06053289,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Jihozápad,CZ03,26.81193976,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Severozápad,CZ04,25.68642222,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Severovýchod,CZ05,26.67763348,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Jihovýchod,CZ06,26.87581657,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Střední Morava,CZ07,26.89744282,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Moravskoslezsko,CZ08,26.1493098,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Hlavní město Praha,CZ010,28.99289377,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Středočeský kraj,CZ020,27.06053289,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Jihočeský kraj,CZ031,26.78015294,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Plzeňský kraj,CZ032,26.84579785,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Karlovarský kraj,CZ041,25.76256192,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Ústecký kraj,CZ042,25.66015625,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Liberecký kraj,CZ051,26.74717445,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Královéhradecký kraj,CZ052,26.67927823,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Pardubický kraj,CZ053,26.6147541,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Kraj Vysočina,CZ063,26.59079174,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Jihomoravský kraj,CZ064,26.99662593,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Olomoucký kraj,CZ071,26.84205994,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Zlínský kraj,CZ072,26.95811321,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2005,2005,Moravskoslezský kraj,CZ080,26.1493098,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Česko,CZ,27.32332169,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Praha,CZ01,29.44957396,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Střední Čechy,CZ02,27.51455767,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Jihozápad,CZ03,27.05597015,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Severozápad,CZ04,26.18122116,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Severovýchod,CZ05,26.99819244,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Jihovýchod,CZ06,27.32331106,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Střední Morava,CZ07,27.20410816,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Moravskoslezsko,CZ08,26.40205479,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Hlavní město Praha,CZ010,29.44957396,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Středočeský kraj,CZ020,27.51455767,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Jihočeský kraj,CZ031,27.01815182,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Plzeňský kraj,CZ032,27.09595255,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Karlovarský kraj,CZ041,26.21901922,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Ústecký kraj,CZ042,26.16739394,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Liberecký kraj,CZ051,26.96312823,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Královéhradecký kraj,CZ052,26.94795682,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Pardubický kraj,CZ053,27.08120697,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Kraj Vysočina,CZ063,27.02860125,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Jihomoravský kraj,CZ064,27.44742395,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Olomoucký kraj,CZ071,26.99367909,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Zlínský kraj,CZ072,27.44597615,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2006,2006,Moravskoslezský kraj,CZ080,26.40205479,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Česko,CZ,27.56353377,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Praha,CZ01,29.71473292,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Střední Čechy,CZ02,27.9083554,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Jihozápad,CZ03,27.21397778,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Severozápad,CZ04,26.32322888,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Severovýchod,CZ05,27.24943746,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Jihovýchod,CZ06,27.46170785,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Střední Morava,CZ07,27.47145702,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Moravskoslezsko,CZ08,26.6859701,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Hlavní město Praha,CZ010,29.71473292,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Středočeský kraj,CZ020,27.9083554,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Jihočeský kraj,CZ031,27.12452471,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Plzeňský kraj,CZ032,27.31217391,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Karlovarský kraj,CZ041,26.36662412,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Ústecký kraj,CZ042,26.30743322,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Liberecký kraj,CZ051,27.21043324,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Královéhradecký kraj,CZ052,27.30292505,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Pardubický kraj,CZ053,27.22673964,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Kraj Vysočina,CZ063,27.04510638,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Jihomoravský kraj,CZ064,27.62980769,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Olomoucký kraj,CZ071,27.30438813,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Zlínský kraj,CZ072,27.66523297,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2007,2007,Moravskoslezský kraj,CZ080,26.6859701,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Česko,CZ,27.78522506,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Praha,CZ01,29.94019437,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Střední Čechy,CZ02,28.01470195,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Jihozápad,CZ03,27.4323226,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Severozápad,CZ04,26.48757358,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Severovýchod,CZ05,27.44278351,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Jihovýchod,CZ06,27.82586925,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Střední Morava,CZ07,27.69555628,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Moravskoslezsko,CZ08,26.81409527,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Hlavní město Praha,CZ010,29.94019437,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Středočeský kraj,CZ020,28.01470195,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Jihočeský kraj,CZ031,27.39889979,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Plzeňský kraj,CZ032,27.4693575,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Karlovarský kraj,CZ041,26.60703548,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Ústecký kraj,CZ042,26.4429598,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Liberecký kraj,CZ051,27.33157004,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Královéhradecký kraj,CZ052,27.42189729,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Pardubický kraj,CZ053,27.56671809,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Kraj Vysočina,CZ063,27.36360032,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Jihomoravský kraj,CZ064,28.00903378,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Olomoucký kraj,CZ071,27.57334742,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Zlínský kraj,CZ072,27.83974359,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2008,2008,Moravskoslezský kraj,CZ080,26.81409527,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Česko,CZ,27.92436517,CZ
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Praha,CZ01,30.11300387,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Střední Čechy,CZ02,28.24068908,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Jihozápad,CZ03,27.55171596,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Severozápad,CZ04,26.52520447,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Severovýchod,CZ05,27.55980799,CZ05
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Jihovýchod,CZ06,28.05854922,CZ06
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Střední Morava,CZ07,27.77205882,CZ07
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Moravskoslezsko,CZ08,26.86847227,CZ08
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Hlavní město Praha,CZ010,30.11300387,CZ01
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Středočeský kraj,CZ020,28.24068908,CZ02
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Jihočeský kraj,CZ031,27.60009155,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Plzeňský kraj,CZ032,27.4996717,CZ03
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Karlovarský kraj,CZ041,26.68714556,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Ústecký kraj,CZ042,26.46684832,CZ04
Průměrný věk matky při narození 1. dítěte,7406D1,2009,2009,Liberecký kraj,CZ051,27.49157185,CZ05
